"ID","Pattern","Parent.size","Offspring.number","Largest.offspring","Smallest.offspring","Combined.size","Is.Approved","Observations"
1533,"[4, 2, 2, 2, 2, 2, 2, 2]",19,8,4,2,18,0,0
1534,"[4, 2, 2, 2, 2, 2, 2, 1, 1]",19,9,4,1,18,0,0
1535,"[4, 2, 2, 2, 2, 2, 1, 1, 1, 1]",19,10,4,1,18,0,0
1536,"[4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]",19,11,4,1,18,0,0
1537,"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,4,1,18,0,0
1538,"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,13,4,1,18,0,0
1539,"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,14,4,1,18,0,0
1540,"[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,15,4,1,18,0,0
1541,"[3, 3, 3, 3, 3, 3]",19,6,3,3,18,1,88
1542,"[3, 3, 3, 3, 3, 2, 1]",19,7,3,1,18,0,0
1543,"[3, 3, 3, 3, 3, 1, 1, 1]",19,8,3,1,18,0,0
1544,"[3, 3, 3, 3, 2, 2, 2]",19,7,3,2,18,0,0
1545,"[3, 3, 3, 3, 2, 2, 1, 1]",19,8,3,1,18,0,0
1546,"[3, 3, 3, 3, 2, 1, 1, 1, 1]",19,9,3,1,18,0,0
1547,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 1]",19,10,3,1,18,0,0
1548,"[3, 3, 3, 2, 2, 2, 2, 1]",19,8,3,1,18,0,0
1549,"[3, 3, 3, 2, 2, 2, 1, 1, 1]",19,9,3,1,18,0,0
1550,"[3, 3, 3, 2, 2, 1, 1, 1, 1, 1]",19,10,3,1,18,0,0
1551,"[3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1]",19,11,3,1,18,0,0
1552,"[3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,3,1,18,0,0
1553,"[3, 3, 2, 2, 2, 2, 2, 2]",19,8,3,2,18,0,0
1554,"[3, 3, 2, 2, 2, 2, 2, 1, 1]",19,9,3,1,18,0,0
1555,"[3, 3, 2, 2, 2, 2, 1, 1, 1, 1]",19,10,3,1,18,0,0
1556,"[3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1]",19,11,3,1,18,0,0
1557,"[3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,3,1,18,0,0
1558,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,13,3,1,18,0,0
1559,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,14,3,1,18,0,0
1560,"[3, 2, 2, 2, 2, 2, 2, 2, 1]",19,9,3,1,18,0,0
1561,"[3, 2, 2, 2, 2, 2, 2, 1, 1, 1]",19,10,3,1,18,0,0
1562,"[3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]",19,11,3,1,18,0,0
1563,"[3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",19,12,3,1,18,0,0
1564,"[3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,13,3,1,18,0,0
1565,"[3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,14,3,1,18,0,0
1566,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,15,3,1,18,0,0
1567,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,16,3,1,18,0,0
1568,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",19,9,2,2,18,1,27
1569,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 1]",19,10,2,1,18,0,0
1570,"[2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1]",19,11,2,1,18,0,0
1571,"[2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]",19,12,2,1,18,0,0
1572,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",19,13,2,1,18,0,0
1573,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,14,2,1,18,0,0
1574,"[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,15,2,1,18,0,0
1575,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,16,2,1,18,0,0
1576,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,17,2,1,18,0,0
1577,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,18,1,1,18,1,15
1578,"[18, 1]",20,2,18,1,19,1,22
1579,"[17, 2]",20,2,17,2,19,1,312
1580,"[17, 1, 1]",20,3,17,1,19,1,166
1581,"[16, 3]",20,2,16,3,19,1,768
1582,"[16, 2, 1]",20,3,16,1,19,1,44
1583,"[16, 1, 1, 1]",20,4,16,1,19,1,162
1584,"[15, 4]",20,2,15,4,19,1,1301
1585,"[15, 3, 1]",20,3,15,1,19,1,40
1586,"[15, 2, 2]",20,3,15,2,19,1,197
1587,"[15, 2, 1, 1]",20,4,15,1,19,0,0
1588,"[15, 1, 1, 1, 1]",20,5,15,1,19,1,94
1589,"[14, 5]",20,2,14,5,19,1,1809
1590,"[14, 4, 1]",20,3,14,1,19,1,29
1591,"[14, 3, 2]",20,3,14,2,19,1,27
1592,"[14, 3, 1, 1]",20,4,14,1,19,1,8
1593,"[14, 2, 2, 1]",20,4,14,1,19,1,10
1594,"[14, 2, 1, 1, 1]",20,5,14,1,19,0,0
1595,"[14, 1, 1, 1, 1, 1]",20,6,14,1,19,1,45
1596,"[13, 6]",20,2,13,6,19,1,2376
1597,"[13, 5, 1]",20,3,13,1,19,1,31
1598,"[13, 4, 2]",20,3,13,2,19,1,19
1599,"[13, 4, 1, 1]",20,4,13,1,19,1,5
1600,"[13, 3, 3]",20,3,13,3,19,1,158
1601,"[13, 3, 2, 1]",20,4,13,1,19,0,0
1602,"[13, 3, 1, 1, 1]",20,5,13,1,19,0,0
1603,"[13, 2, 2, 2]",20,4,13,2,19,1,62
1604,"[13, 2, 2, 1, 1]",20,5,13,1,19,0,0
1605,"[13, 2, 1, 1, 1, 1]",20,6,13,1,19,0,0
1606,"[13, 1, 1, 1, 1, 1, 1]",20,7,13,1,19,1,26
1607,"[12, 7]",20,2,12,7,19,1,2693
1608,"[12, 6, 1]",20,3,12,1,19,1,30
1609,"[12, 5, 2]",20,3,12,2,19,1,14
1610,"[12, 5, 1, 1]",20,4,12,1,19,1,6
1611,"[12, 4, 3]",20,3,12,3,19,1,16
1612,"[12, 4, 2, 1]",20,4,12,1,19,1,0
1613,"[12, 4, 1, 1, 1]",20,5,12,1,19,1,2
1614,"[12, 3, 3, 1]",20,4,12,1,19,1,4
1615,"[12, 3, 2, 2]",20,4,12,2,19,1,0
1616,"[12, 3, 2, 1, 1]",20,5,12,1,19,0,0
1617,"[12, 3, 1, 1, 1, 1]",20,6,12,1,19,0,0
1618,"[12, 2, 2, 2, 1]",20,5,12,1,19,1,2
1619,"[12, 2, 2, 1, 1, 1]",20,6,12,1,19,0,0
1620,"[12, 2, 1, 1, 1, 1, 1]",20,7,12,1,19,0,0
1621,"[12, 1, 1, 1, 1, 1, 1, 1]",20,8,12,1,19,1,9
1622,"[11, 8]",20,2,11,8,19,1,3189
1623,"[11, 7, 1]",20,3,11,1,19,1,33
1624,"[11, 6, 2]",20,3,11,2,19,1,11
1625,"[11, 6, 1, 1]",20,4,11,1,19,1,3
1626,"[11, 5, 3]",20,3,11,3,19,1,6
1627,"[11, 5, 2, 1]",20,4,11,1,19,1,0
1628,"[11, 5, 1, 1, 1]",20,5,11,1,19,1,2
1629,"[11, 4, 4]",20,3,11,4,19,1,120
1630,"[11, 4, 3, 1]",20,4,11,1,19,0,0
1631,"[11, 4, 2, 2]",20,4,11,2,19,0,0
1632,"[11, 4, 2, 1, 1]",20,5,11,1,19,0,0
1633,"[11, 4, 1, 1, 1, 1]",20,6,11,1,19,0,0
1634,"[11, 3, 3, 2]",20,4,11,2,19,1,1
1635,"[11, 3, 3, 1, 1]",20,5,11,1,19,1,0
1636,"[11, 3, 2, 2, 1]",20,5,11,1,19,0,0
1637,"[11, 3, 2, 1, 1, 1]",20,6,11,1,19,0,0
1638,"[11, 3, 1, 1, 1, 1, 1]",20,7,11,1,19,0,0
1639,"[11, 2, 2, 2, 2]",20,5,11,2,19,1,13
1640,"[11, 2, 2, 2, 1, 1]",20,6,11,1,19,0,0
1641,"[11, 2, 2, 1, 1, 1, 1]",20,7,11,1,19,0,0
1642,"[11, 2, 1, 1, 1, 1, 1, 1]",20,8,11,1,19,0,0
1643,"[11, 1, 1, 1, 1, 1, 1, 1, 1]",20,9,11,1,19,1,2
1644,"[10, 9]",20,2,10,9,19,1,5553
1645,"[10, 8, 1]",20,3,10,1,19,1,10
1646,"[10, 7, 2]",20,3,10,2,19,1,5
1647,"[10, 7, 1, 1]",20,4,10,1,19,1,3
1648,"[10, 6, 3]",20,3,10,3,19,1,5
1649,"[10, 6, 2, 1]",20,4,10,1,19,1,0
1650,"[10, 6, 1, 1, 1]",20,5,10,1,19,1,0
1651,"[10, 5, 4]",20,3,10,4,19,1,13
1652,"[10, 5, 3, 1]",20,4,10,1,19,1,0
1653,"[10, 5, 2, 2]",20,4,10,2,19,1,3
1654,"[10, 5, 2, 1, 1]",20,5,10,1,19,0,0
1655,"[10, 5, 1, 1, 1, 1]",20,6,10,1,19,1,1
1656,"[10, 4, 4, 1]",20,4,10,1,19,1,3
1657,"[10, 4, 3, 2]",20,4,10,2,19,1,0
1658,"[10, 4, 3, 1, 1]",20,5,10,1,19,0,0
1659,"[10, 4, 2, 2, 1]",20,5,10,1,19,0,0
1660,"[10, 4, 2, 1, 1, 1]",20,6,10,1,19,0,0
1661,"[10, 4, 1, 1, 1, 1, 1]",20,7,10,1,19,0,0
1662,"[10, 3, 3, 3]",20,4,10,3,19,1,16
1663,"[10, 3, 3, 2, 1]",20,5,10,1,19,0,0
1664,"[10, 3, 3, 1, 1, 1]",20,6,10,1,19,0,0
1665,"[10, 3, 2, 2, 2]",20,5,10,2,19,1,0
1666,"[10, 3, 2, 2, 1, 1]",20,6,10,1,19,0,0
1667,"[10, 3, 2, 1, 1, 1, 1]",20,7,10,1,19,0,0
1668,"[10, 3, 1, 1, 1, 1, 1, 1]",20,8,10,1,19,0,0
1669,"[10, 2, 2, 2, 2, 1]",20,6,10,1,19,1,1
1670,"[10, 2, 2, 2, 1, 1, 1]",20,7,10,1,19,0,0
1671,"[10, 2, 2, 1, 1, 1, 1, 1]",20,8,10,1,19,0,0
1672,"[10, 2, 1, 1, 1, 1, 1, 1, 1]",20,9,10,1,19,0,0
1673,"[10, 1, 1, 1, 1, 1, 1, 1, 1, 1]",20,10,10,1,19,1,1
1674,"[9, 9, 1]",20,3,9,1,19,1,189
1675,"[9, 8, 2]",20,3,9,2,19,1,9
1676,"[9, 8, 1, 1]",20,4,9,1,19,0,0
1677,"[9, 7, 3]",20,3,9,3,19,1,2
1678,"[9, 7, 2, 1]",20,4,9,1,19,0,0
1679,"[9, 7, 1, 1, 1]",20,5,9,1,19,0,0
1680,"[9, 6, 4]",20,3,9,4,19,1,2
1681,"[9, 6, 3, 1]",20,4,9,1,19,0,0
1682,"[9, 6, 2, 2]",20,4,9,2,19,1,0
1683,"[9, 6, 2, 1, 1]",20,5,9,1,19,0,0
1684,"[9, 6, 1, 1, 1, 1]",20,6,9,1,19,0,0
1685,"[9, 5, 5]",20,3,9,5,19,1,50
1686,"[9, 5, 4, 1]",20,4,9,1,19,0,0
1687,"[9, 5, 3, 2]",20,4,9,2,19,0,0
1688,"[9, 5, 3, 1, 1]",20,5,9,1,19,0,0
1689,"[9, 5, 2, 2, 1]",20,5,9,1,19,0,0
1690,"[9, 5, 2, 1, 1, 1]",20,6,9,1,19,0,0
1691,"[9, 5, 1, 1, 1, 1, 1]",20,7,9,1,19,0,0
1692,"[9, 4, 4, 2]",20,4,9,2,19,1,0
1693,"[9, 4, 4, 1, 1]",20,5,9,1,19,0,0
1694,"[9, 4, 3, 3]",20,4,9,3,19,1,0
1695,"[9, 4, 3, 2, 1]",20,5,9,1,19,0,0
1696,"[9, 4, 3, 1, 1, 1]",20,6,9,1,19,0,0
1697,"[9, 4, 2, 2, 2]",20,5,9,2,19,0,0
1698,"[9, 4, 2, 2, 1, 1]",20,6,9,1,19,0,0
1699,"[9, 4, 2, 1, 1, 1, 1]",20,7,9,1,19,0,0
1700,"[9, 4, 1, 1, 1, 1, 1, 1]",20,8,9,1,19,0,0
1701,"[9, 3, 3, 3, 1]",20,5,9,1,19,0,0
1702,"[9, 3, 3, 2, 2]",20,5,9,2,19,1,0
1703,"[9, 3, 3, 2, 1, 1]",20,6,9,1,19,0,0
1704,"[9, 3, 3, 1, 1, 1, 1]",20,7,9,1,19,0,0
1705,"[9, 3, 2, 2, 2, 1]",20,6,9,1,19,0,0
1706,"[9, 3, 2, 2, 1, 1, 1]",20,7,9,1,19,0,0
1707,"[9, 3, 2, 1, 1, 1, 1, 1]",20,8,9,1,19,0,0
1708,"[9, 3, 1, 1, 1, 1, 1, 1, 1]",20,9,9,1,19,0,0
1709,"[9, 2, 2, 2, 2, 2]",20,6,9,2,19,1,0
1710,"[9, 2, 2, 2, 2, 1, 1]",20,7,9,1,19,0,0
1711,"[9, 2, 2, 2, 1, 1, 1, 1]",20,8,9,1,19,0,0
1712,"[9, 2, 2, 1, 1, 1, 1, 1, 1]",20,9,9,1,19,0,0
1713,"[9, 2, 1, 1, 1, 1, 1, 1, 1, 1]",20,10,9,1,19,0,0
1714,"[9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",20,11,9,1,19,0,0
1715,"[8, 8, 3]",20,3,8,3,19,1,76
1716,"[8, 8, 2, 1]",20,4,8,1,19,1,2
1717,"[8, 8, 1, 1, 1]",20,5,8,1,19,1,5
1718,"[8, 7, 4]",20,3,8,4,19,1,10
1719,"[8, 7, 3, 1]",20,4,8,1,19,0,0
1720,"[8, 7, 2, 2]",20,4,8,2,19,1,1
1721,"[8, 7, 2, 1, 1]",20,5,8,1,19,0,0
1722,"[8, 7, 1, 1, 1, 1]",20,6,8,1,19,0,0
1723,"[8, 6, 5]",20,3,8,5,19,1,9
1724,"[8, 6, 4, 1]",20,4,8,1,19,1,1
1725,"[8, 6, 3, 2]",20,4,8,2,19,0,0
1726,"[8, 6, 3, 1, 1]",20,5,8,1,19,0,0
1727,"[8, 6, 2, 2, 1]",20,5,8,1,19,0,0
1728,"[8, 6, 2, 1, 1, 1]",20,6,8,1,19,0,0
1729,"[8, 6, 1, 1, 1, 1, 1]",20,7,8,1,19,0,0
1730,"[8, 5, 5, 1]",20,4,8,1,19,1,0
1731,"[8, 5, 4, 2]",20,4,8,2,19,1,0
1732,"[8, 5, 4, 1, 1]",20,5,8,1,19,0,0
1733,"[8, 5, 3, 3]",20,4,8,3,19,0,0
1734,"[8, 5, 3, 2, 1]",20,5,8,1,19,0,0
1735,"[8, 5, 3, 1, 1, 1]",20,6,8,1,19,0,0
1736,"[8, 5, 2, 2, 2]",20,5,8,2,19,1,0
1737,"[8, 5, 2, 2, 1, 1]",20,6,8,1,19,0,0
1738,"[8, 5, 2, 1, 1, 1, 1]",20,7,8,1,19,0,0
1739,"[8, 5, 1, 1, 1, 1, 1, 1]",20,8,8,1,19,0,0
1740,"[8, 4, 4, 3]",20,4,8,3,19,0,0
1741,"[8, 4, 4, 2, 1]",20,5,8,1,19,0,0
1742,"[8, 4, 4, 1, 1, 1]",20,6,8,1,19,0,0
1743,"[8, 4, 3, 3, 1]",20,5,8,1,19,0,0
1744,"[8, 4, 3, 2, 2]",20,5,8,2,19,0,0
1745,"[8, 4, 3, 2, 1, 1]",20,6,8,1,19,0,0
1746,"[8, 4, 3, 1, 1, 1, 1]",20,7,8,1,19,0,0
1747,"[8, 4, 2, 2, 2, 1]",20,6,8,1,19,0,0
1748,"[8, 4, 2, 2, 1, 1, 1]",20,7,8,1,19,0,0
1749,"[8, 4, 2, 1, 1, 1, 1, 1]",20,8,8,1,19,0,0
1750,"[8, 4, 1, 1, 1, 1, 1, 1, 1]",20,9,8,1,19,0,0
1751,"[8, 3, 3, 3, 2]",20,5,8,2,19,0,0
1752,"[8, 3, 3, 3, 1, 1]",20,6,8,1,19,0,0
1753,"[8, 3, 3, 2, 2, 1]",20,6,8,1,19,0,0
1754,"[8, 3, 3, 2, 1, 1, 1]",20,7,8,1,19,0,0
1755,"[8, 3, 3, 1, 1, 1, 1, 1]",20,8,8,1,19,0,0
1756,"[8, 3, 2, 2, 2, 2]",20,6,8,2,19,0,0
1757,"[8, 3, 2, 2, 2, 1, 1]",20,7,8,1,19,0,0
1758,"[8, 3, 2, 2, 1, 1, 1, 1]",20,8,8,1,19,0,0
1759,"[8, 3, 2, 1, 1, 1, 1, 1, 1]",20,9,8,1,19,0,0
1760,"[8, 3, 1, 1, 1, 1, 1, 1, 1, 1]",20,10,8,1,19,0,0
1761,"[8, 2, 2, 2, 2, 2, 1]",20,7,8,1,19,0,0
1762,"[8, 2, 2, 2, 2, 1, 1, 1]",20,8,8,1,19,0,0
1763,"[8, 2, 2, 2, 1, 1, 1, 1, 1]",20,9,8,1,19,0,0
1764,"[8, 2, 2, 1, 1, 1, 1, 1, 1, 1]",20,10,8,1,19,0,0
1765,"[8, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",20,11,8,1,19,0,0
1766,"[8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",20,12,8,1,19,0,0
1767,"[7, 7, 5]",20,3,7,5,19,1,119
1768,"[7, 7, 4, 1]",20,4,7,1,19,1,3
1769,"[7, 7, 3, 2]",20,4,7,2,19,1,1
1770,"[7, 7, 3, 1, 1]",20,5,7,1,19,1,1
1771,"[7, 7, 2, 2, 1]",20,5,7,1,19,1,1
1772,"[7, 7, 2, 1, 1, 1]",20,6,7,1,19,0,0
1773,"[7, 7, 1, 1, 1, 1, 1]",20,7,7,1,19,1,1
1774,"[7, 6, 6]",20,3,7,6,19,1,305
1775,"[7, 6, 5, 1]",20,4,7,1,19,0,0
1776,"[7, 6, 4, 2]",20,4,7,2,19,0,0
1777,"[7, 6, 4, 1, 1]",20,5,7,1,19,0,0
1778,"[7, 6, 3, 3]",20,4,7,3,19,0,0
1779,"[7, 6, 3, 2, 1]",20,5,7,1,19,0,0
1780,"[7, 6, 3, 1, 1, 1]",20,6,7,1,19,0,0
1781,"[7, 6, 2, 2, 2]",20,5,7,2,19,0,0
1782,"[7, 6, 2, 2, 1, 1]",20,6,7,1,19,0,0
1783,"[7, 6, 2, 1, 1, 1, 1]",20,7,7,1,19,0,0
1784,"[7, 6, 1, 1, 1, 1, 1, 1]",20,8,7,1,19,0,0
1785,"[7, 5, 5, 2]",20,4,7,2,19,0,0
1786,"[7, 5, 5, 1, 1]",20,5,7,1,19,0,0
1787,"[7, 5, 4, 3]",20,4,7,3,19,0,0
1788,"[7, 5, 4, 2, 1]",20,5,7,1,19,0,0
1789,"[7, 5, 4, 1, 1, 1]",20,6,7,1,19,0,0
1790,"[7, 5, 3, 3, 1]",20,5,7,1,19,0,0
1791,"[7, 5, 3, 2, 2]",20,5,7,2,19,0,0
1792,"[7, 5, 3, 2, 1, 1]",20,6,7,1,19,0,0
1793,"[7, 5, 3, 1, 1, 1, 1]",20,7,7,1,19,0,0
1794,"[7, 5, 2, 2, 2, 1]",20,6,7,1,19,0,0
1795,"[7, 5, 2, 2, 1, 1, 1]",20,7,7,1,19,0,0
1796,"[7, 5, 2, 1, 1, 1, 1, 1]",20,8,7,1,19,0,0
1797,"[7, 5, 1, 1, 1, 1, 1, 1, 1]",20,9,7,1,19,0,0
1798,"[7, 4, 4, 4]",20,4,7,4,19,1,14
1799,"[7, 4, 4, 3, 1]",20,5,7,1,19,0,0
1800,"[7, 4, 4, 2, 2]",20,5,7,2,19,0,0
1801,"[7, 4, 4, 2, 1, 1]",20,6,7,1,19,0,0
1802,"[7, 4, 4, 1, 1, 1, 1]",20,7,7,1,19,0,0
1803,"[7, 4, 3, 3, 2]",20,5,7,2,19,0,0
1804,"[7, 4, 3, 3, 1, 1]",20,6,7,1,19,0,0
1805,"[7, 4, 3, 2, 2, 1]",20,6,7,1,19,0,0
1806,"[7, 4, 3, 2, 1, 1, 1]",20,7,7,1,19,0,0
1807,"[7, 4, 3, 1, 1, 1, 1, 1]",20,8,7,1,19,0,0
1808,"[7, 4, 2, 2, 2, 2]",20,6,7,2,19,0,0
